Population Size: 10	 Percentage of Population Vaccinated: 0.1	 Virus: Ebola	 Mortality Rate of Infected: 0.7	 Transmission Rate: 0.85
Infected: 0	 Contact: 1	 Contact Infected: True	 Contact Vaccinated: False	 Viruses Contact Already Infected With: None
Infected: 0	 Contact: 7	 Contact Infected: True	 Contact Vaccinated: False	 Viruses Contact Already Infected With: None
Infected: 0	 Contact: 8	 Contact Infected: True	 Contact Vaccinated: False	 Viruses Contact Already Infected With: None
Infected: 0	 Contact: 2	 Contact Infected: True	 Contact Vaccinated: False	 Viruses Contact Already Infected With: None
Infected: 0	 Contact: 7	 Contact Infected: True	 Contact Vaccinated: False	 Viruses Contact Already Infected With: None
Infected: 0	 Contact: 2	 Contact Infected: True	 Contact Vaccinated: False	 Viruses Contact Already Infected With: None
Infected: 0	 Contact: 8	 Contact Infected: True	 Contact Vaccinated: False	 Viruses Contact Already Infected With: None
Infected: 0	 Contact: 6	 Contact Infected: True	 Contact Vaccinated: False	 Viruses Contact Already Infected With: None
Infected: 0	 Contact: 8	 Contact Infected: True	 Contact Vaccinated: False	 Viruses Contact Already Infected With: None
Infected: 0	 Contact: 3	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Infected: 0	 Contact: 4	 Contact Infected: True	 Contact Vaccinated: False	 Viruses Contact Already Infected With: None
Infected: 0	 Contact: 5	 Contact Infected: True	 Contact Vaccinated: False	 Viruses Contact Already Infected With: None
Patient Infected: 0	 Killed By Virus: True
Time Steps: 1
Infected: 1	 Contact: 7	 Contact Infected: False	 Contact Vaccinated: False	 Viruses Contact Already Infected With: Ebola
Infected: 1	 Contact: 3	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Infected: 1	 Contact: 3	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Infected: 1	 Contact: 5	 Contact Infected: False	 Contact Vaccinated: False	 Viruses Contact Already Infected With: Ebola
Infected: 1	 Contact: 9	 Contact Infected: False	 Contact Vaccinated: False	 Viruses Contact Already Infected With: Ebola
Infected: 1	 Contact: 8	 Contact Infected: False	 Contact Vaccinated: False	 Viruses Contact Already Infected With: Ebola
Infected: 1	 Contact: 3	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Infected: 1	 Contact: 9	 Contact Infected: False	 Contact Vaccinated: False	 Viruses Contact Already Infected With: Ebola
Infected: 1	 Contact: 3	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Infected: 1	 Contact: 3	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Infected: 1	 Contact: 5	 Contact Infected: False	 Contact Vaccinated: False	 Viruses Contact Already Infected With: Ebola
Infected: 1	 Contact: 8	 Contact Infected: False	 Contact Vaccinated: False	 Viruses Contact Already Infected With: Ebola
Infected: 1	 Contact: 3	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Infected: 1	 Contact: 4	 Contact Infected: False	 Contact Vaccinated: False	 Viruses Contact Already Infected With: Ebola
Infected: 1	 Contact: 7	 Contact Infected: False	 Contact Vaccinated: False	 Viruses Contact Already Infected With: Ebola
Infected: 1	 Contact: 3	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Infected: 1	 Contact: 8	 Contact Infected: False	 Contact Vaccinated: False	 Viruses Contact Already Infected With: Ebola
Infected: 1	 Contact: 2	 Contact Infected: False	 Contact Vaccinated: False	 Viruses Contact Already Infected With: Ebola
Infected: 1	 Contact: 9	 Contact Infected: False	 Contact Vaccinated: False	 Viruses Contact Already Infected With: Ebola
Infected: 1	 Contact: 9	 Contact Infected: False	 Contact Vaccinated: False	 Viruses Contact Already Infected With: Ebola
Infected: 1	 Contact: 7	 Contact Infected: False	 Contact Vaccinated: False	 Viruses Contact Already Infected With: Ebola
Infected: 1	 Contact: 3	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Infected: 1	 Contact: 7	 Contact Infected: False	 Contact Vaccinated: False	 Viruses Contact Already Infected With: Ebola
Infected: 1	 Contact: 6	 Contact Infected: False	 Contact Vaccinated: False	 Viruses Contact Already Infected With: Ebola
Infected: 1	 Contact: 3	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Infected: 1	 Contact: 6	 Contact Infected: False	 Contact Vaccinated: False	 Viruses Contact Already Infected With: Ebola
Infected: 1	 Contact: 5	 Contact Infected: False	 Contact Vaccinated: False	 Viruses Contact Already Infected With: Ebola
Infected: 1	 Contact: 6	 Contact Infected: False	 Contact Vaccinated: False	 Viruses Contact Already Infected With: Ebola
Infected: 1	 Contact: 6	 Contact Infected: False	 Contact Vaccinated: False	 Viruses Contact Already Infected With: Ebola
Infected: 1	 Contact: 7	 Contact Infected: False	 Contact Vaccinated: False	 Viruses Contact Already Infected With: Ebola
Infected: 1	 Contact: 6	 Contact Infected: False	 Contact Vaccinated: False	 Viruses Contact Already Infected With: Ebola
Infected: 1	 Contact: 5	 Contact Infected: False	 Contact Vaccinated: False	 Viruses Contact Already Infected With: Ebola
Infected: 1	 Contact: 3	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Infected: 1	 Contact: 3	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Infected: 1	 Contact: 3	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Infected: 1	 Contact: 8	 Contact Infected: False	 Contact Vaccinated: False	 Viruses Contact Already Infected With: Ebola
Infected: 1	 Contact: 7	 Contact Infected: False	 Contact Vaccinated: False	 Viruses Contact Already Infected With: Ebola
Infected: 1	 Contact: 2	 Contact Infected: False	 Contact Vaccinated: False	 Viruses Contact Already Infected With: Ebola
Infected: 1	 Contact: 6	 Contact Infected: False	 Contact Vaccinated: False	 Viruses Contact Already Infected With: Ebola
Infected: 1	 Contact: 2	 Contact Infected: False	 Contact Vaccinated: False	 Viruses Contact Already Infected With: Ebola
Infected: 1	 Contact: 4	 Contact Infected: False	 Contact Vaccinated: False	 Viruses Contact Already Infected With: Ebola
Infected: 1	 Contact: 7	 Contact Infected: False	 Contact Vaccinated: False	 Viruses Contact Already Infected With: Ebola
Infected: 1	 Contact: 3	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Infected: 1	 Contact: 7	 Contact Infected: False	 Contact Vaccinated: False	 Viruses Contact Already Infected With: Ebola
Infected: 1	 Contact: 8	 Contact Infected: False	 Contact Vaccinated: False	 Viruses Contact Already Infected With: Ebola
Infected: 1	 Contact: 8	 Contact Infected: False	 Contact Vaccinated: False	 Viruses Contact Already Infected With: Ebola
Infected: 1	 Contact: 3	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Infected: 1	 Contact: 2	 Contact Infected: False	 Contact Vaccinated: False	 Viruses Contact Already Infected With: Ebola
Infected: 1	 Contact: 6	 Contact Infected: False	 Contact Vaccinated: False	 Viruses Contact Already Infected With: Ebola
Infected: 1	 Contact: 7	 Contact Infected: False	 Contact Vaccinated: False	 Viruses Contact Already Infected With: Ebola
Infected: 1	 Contact: 7	 Contact Infected: False	 Contact Vaccinated: False	 Viruses Contact Already Infected With: Ebola
Infected: 1	 Contact: 3	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Infected: 1	 Contact: 6	 Contact Infected: False	 Contact Vaccinated: False	 Viruses Contact Already Infected With: Ebola
Infected: 1	 Contact: 2	 Contact Infected: False	 Contact Vaccinated: False	 Viruses Contact Already Infected With: Ebola
Infected: 1	 Contact: 6	 Contact Infected: False	 Contact Vaccinated: False	 Viruses Contact Already Infected With: Ebola
Patient Infected: 1	 Killed By Virus: True
Infected: 2	 Contact: 4	 Contact Infected: False	 Contact Vaccinated: False	 Viruses Contact Already Infected With: Ebola
Infected: 2	 Contact: 7	 Contact Infected: False	 Contact Vaccinated: False	 Viruses Contact Already Infected With: Ebola
Infected: 2	 Contact: 4	 Contact Infected: False	 Contact Vaccinated: False	 Viruses Contact Already Infected With: Ebola
Infected: 2	 Contact: 6	 Contact Infected: False	 Contact Vaccinated: False	 Viruses Contact Already Infected With: Ebola
Infected: 2	 Contact: 8	 Contact Infected: False	 Contact Vaccinated: False	 Viruses Contact Already Infected With: Ebola
Infected: 2	 Contact: 7	 Contact Infected: False	 Contact Vaccinated: False	 Viruses Contact Already Infected With: Ebola
Infected: 2	 Contact: 3	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Infected: 2	 Contact: 4	 Contact Infected: False	 Contact Vaccinated: False	 Viruses Contact Already Infected With: Ebola
Infected: 2	 Contact: 3	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Infected: 2	 Contact: 9	 Contact Infected: False	 Contact Vaccinated: False	 Viruses Contact Already Infected With: Ebola
Infected: 2	 Contact: 8	 Contact Infected: False	 Contact Vaccinated: False	 Viruses Contact Already Infected With: Ebola
Infected: 2	 Contact: 5	 Contact Infected: False	 Contact Vaccinated: False	 Viruses Contact Already Infected With: Ebola
Infected: 2	 Contact: 9	 Contact Infected: False	 Contact Vaccinated: False	 Viruses Contact Already Infected With: Ebola
Infected: 2	 Contact: 7	 Contact Infected: False	 Contact Vaccinated: False	 Viruses Contact Already Infected With: Ebola
Infected: 2	 Contact: 8	 Contact Infected: False	 Contact Vaccinated: False	 Viruses Contact Already Infected With: Ebola
Infected: 2	 Contact: 8	 Contact Infected: False	 Contact Vaccinated: False	 Viruses Contact Already Infected With: Ebola
Infected: 2	 Contact: 8	 Contact Infected: False	 Contact Vaccinated: False	 Viruses Contact Already Infected With: Ebola
Infected: 2	 Contact: 9	 Contact Infected: False	 Contact Vaccinated: False	 Viruses Contact Already Infected With: Ebola
Infected: 2	 Contact: 3	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Infected: 2	 Contact: 6	 Contact Infected: False	 Contact Vaccinated: False	 Viruses Contact Already Infected With: Ebola
Infected: 2	 Contact: 9	 Contact Infected: False	 Contact Vaccinated: False	 Viruses Contact Already Infected With: Ebola
Infected: 2	 Contact: 3	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Infected: 2	 Contact: 9	 Contact Infected: False	 Contact Vaccinated: False	 Viruses Contact Already Infected With: Ebola
Infected: 2	 Contact: 9	 Contact Infected: False	 Contact Vaccinated: False	 Viruses Contact Already Infected With: Ebola
Patient Infected: 2	 Killed By Virus: False
Infected: 4	 Contact: 6	 Contact Infected: False	 Contact Vaccinated: False	 Viruses Contact Already Infected With: Ebola
Infected: 4	 Contact: 9	 Contact Infected: False	 Contact Vaccinated: False	 Viruses Contact Already Infected With: Ebola
Infected: 4	 Contact: 9	 Contact Infected: False	 Contact Vaccinated: False	 Viruses Contact Already Infected With: Ebola
Infected: 4	 Contact: 8	 Contact Infected: False	 Contact Vaccinated: False	 Viruses Contact Already Infected With: Ebola
Infected: 4	 Contact: 5	 Contact Infected: False	 Contact Vaccinated: False	 Viruses Contact Already Infected With: Ebola
Infected: 4	 Contact: 3	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Infected: 4	 Contact: 5	 Contact Infected: False	 Contact Vaccinated: False	 Viruses Contact Already Infected With: Ebola
Infected: 4	 Contact: 3	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Infected: 4	 Contact: 6	 Contact Infected: False	 Contact Vaccinated: False	 Viruses Contact Already Infected With: Ebola
Infected: 4	 Contact: 2	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Infected: 4	 Contact: 7	 Contact Infected: False	 Contact Vaccinated: False	 Viruses Contact Already Infected With: Ebola
Infected: 4	 Contact: 5	 Contact Infected: False	 Contact Vaccinated: False	 Viruses Contact Already Infected With: Ebola
Infected: 4	 Contact: 7	 Contact Infected: False	 Contact Vaccinated: False	 Viruses Contact Already Infected With: Ebola
Infected: 4	 Contact: 9	 Contact Infected: False	 Contact Vaccinated: False	 Viruses Contact Already Infected With: Ebola
Infected: 4	 Contact: 9	 Contact Infected: False	 Contact Vaccinated: False	 Viruses Contact Already Infected With: Ebola
Infected: 4	 Contact: 8	 Contact Infected: False	 Contact Vaccinated: False	 Viruses Contact Already Infected With: Ebola
Infected: 4	 Contact: 3	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Infected: 4	 Contact: 8	 Contact Infected: False	 Contact Vaccinated: False	 Viruses Contact Already Infected With: Ebola
Infected: 4	 Contact: 2	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Infected: 4	 Contact: 5	 Contact Infected: False	 Contact Vaccinated: False	 Viruses Contact Already Infected With: Ebola
Infected: 4	 Contact: 3	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Infected: 4	 Contact: 5	 Contact Infected: False	 Contact Vaccinated: False	 Viruses Contact Already Infected With: Ebola
Infected: 4	 Contact: 2	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Infected: 4	 Contact: 7	 Contact Infected: False	 Contact Vaccinated: False	 Viruses Contact Already Infected With: Ebola
Infected: 4	 Contact: 8	 Contact Infected: False	 Contact Vaccinated: False	 Viruses Contact Already Infected With: Ebola
Infected: 4	 Contact: 9	 Contact Infected: False	 Contact Vaccinated: False	 Viruses Contact Already Infected With: Ebola
Infected: 4	 Contact: 8	 Contact Infected: False	 Contact Vaccinated: False	 Viruses Contact Already Infected With: Ebola
Infected: 4	 Contact: 8	 Contact Infected: False	 Contact Vaccinated: False	 Viruses Contact Already Infected With: Ebola
Infected: 4	 Contact: 2	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Patient Infected: 4	 Killed By Virus: False
Infected: 5	 Contact: 8	 Contact Infected: False	 Contact Vaccinated: False	 Viruses Contact Already Infected With: Ebola
Infected: 5	 Contact: 2	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Infected: 5	 Contact: 4	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Infected: 5	 Contact: 4	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Infected: 5	 Contact: 9	 Contact Infected: False	 Contact Vaccinated: False	 Viruses Contact Already Infected With: Ebola
Infected: 5	 Contact: 3	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Infected: 5	 Contact: 3	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Infected: 5	 Contact: 4	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Infected: 5	 Contact: 8	 Contact Infected: False	 Contact Vaccinated: False	 Viruses Contact Already Infected With: Ebola
Infected: 5	 Contact: 7	 Contact Infected: False	 Contact Vaccinated: False	 Viruses Contact Already Infected With: Ebola
Infected: 5	 Contact: 4	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Infected: 5	 Contact: 6	 Contact Infected: False	 Contact Vaccinated: False	 Viruses Contact Already Infected With: Ebola
Infected: 5	 Contact: 4	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Infected: 5	 Contact: 2	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Infected: 5	 Contact: 4	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Infected: 5	 Contact: 2	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Infected: 5	 Contact: 7	 Contact Infected: False	 Contact Vaccinated: False	 Viruses Contact Already Infected With: Ebola
Infected: 5	 Contact: 8	 Contact Infected: False	 Contact Vaccinated: False	 Viruses Contact Already Infected With: Ebola
Infected: 5	 Contact: 6	 Contact Infected: False	 Contact Vaccinated: False	 Viruses Contact Already Infected With: Ebola
Infected: 5	 Contact: 8	 Contact Infected: False	 Contact Vaccinated: False	 Viruses Contact Already Infected With: Ebola
Infected: 5	 Contact: 2	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Infected: 5	 Contact: 8	 Contact Infected: False	 Contact Vaccinated: False	 Viruses Contact Already Infected With: Ebola
Infected: 5	 Contact: 9	 Contact Infected: False	 Contact Vaccinated: False	 Viruses Contact Already Infected With: Ebola
Infected: 5	 Contact: 8	 Contact Infected: False	 Contact Vaccinated: False	 Viruses Contact Already Infected With: Ebola
Infected: 5	 Contact: 2	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Infected: 5	 Contact: 6	 Contact Infected: False	 Contact Vaccinated: False	 Viruses Contact Already Infected With: Ebola
Infected: 5	 Contact: 2	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Infected: 5	 Contact: 4	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Patient Infected: 5	 Killed By Virus: True
Infected: 6	 Contact: 3	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Infected: 6	 Contact: 3	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Infected: 6	 Contact: 8	 Contact Infected: False	 Contact Vaccinated: False	 Viruses Contact Already Infected With: Ebola
Infected: 6	 Contact: 9	 Contact Infected: False	 Contact Vaccinated: False	 Viruses Contact Already Infected With: Ebola
Infected: 6	 Contact: 2	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Infected: 6	 Contact: 3	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Infected: 6	 Contact: 2	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Infected: 6	 Contact: 2	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
